treatment,replicate,update,environment,population_size,genotype_diversity,0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
cycle-200-unrestricted,8,31000,nand-not+,3582,7.726146,1179,97,39,1,3,20,5,0,121,1588,381,138,0,6,0,4
cycle-200-unrestricted,8,32000,nand+not-,3583,7.747774,1132,516,31,0,13,18,2,0,37,1677,106,35,0,14,0,2
cycle-200-unrestricted,8,33000,nand-not+,3586,7.755343,1208,141,32,1,10,15,0,0,142,1676,297,56,0,7,0,1
cycle-200-unrestricted,8,34000,nand+not-,3591,7.784085,1144,537,38,3,5,53,2,1,37,1624,92,50,0,4,0,1
cycle-200-unrestricted,8,35000,nand-not+,3583,7.770346,1154,103,42,0,5,14,2,0,99,1722,402,38,0,1,0,1
cycle-200-unrestricted,8,36000,nand+not-,3581,7.790569,1195,531,36,2,8,14,6,0,26,1635,91,36,0,0,0,1
cycle-200-unrestricted,8,37000,nand-not+,3584,7.784161,1154,122,34,1,4,5,4,0,194,1618,331,106,0,7,1,3
cycle-200-unrestricted,8,38000,nand+not-,3580,7.765310,1177,519,32,1,2,25,1,0,31,1660,90,40,0,1,0,1
cycle-200-unrestricted,8,39000,nand-not+,3587,7.757840,1163,87,27,5,4,12,5,0,147,1700,379,54,0,4,0,0
cycle-200-unrestricted,8,4000,nand+not-,3597,7.845018,3554,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
cycle-200-unrestricted,8,40000,nand+not-,3587,7.745554,1223,459,27,1,7,18,2,0,38,1694,78,39,0,0,0,1
cycle-200-unrestricted,8,41000,nand-not+,3589,7.744540,1228,80,14,0,3,10,2,0,250,1581,354,59,0,6,0,2
cycle-200-unrestricted,8,42000,nand+not-,3589,7.749732,1244,485,20,3,6,47,3,0,53,1601,88,29,0,7,0,3
cycle-200-unrestricted,8,43000,nand-not+,3592,7.773628,1261,96,26,0,0,10,0,0,216,1474,461,42,1,3,0,2
cycle-200-unrestricted,8,44000,nand+not-,3592,7.735035,1260,492,24,1,3,20,1,0,35,1659,62,14,0,19,1,1
cycle-200-unrestricted,8,45000,nand-not+,3583,7.783587,1213,112,22,1,2,21,0,0,219,1540,408,42,0,2,0,1
cycle-200-unrestricted,8,46000,nand+not-,3582,7.748840,1185,580,23,0,9,27,1,0,44,1597,76,36,0,2,1,1
cycle-200-unrestricted,8,47000,nand-not+,3588,7.794577,1202,100,35,1,4,7,0,0,165,1581,414,77,0,1,0,1
cycle-200-unrestricted,8,48000,nand+not-,3591,7.772849,1209,639,35,0,10,40,1,0,33,1522,82,17,0,3,0,0
cycle-200-unrestricted,8,49000,nand-not+,3598,7.766833,1199,100,39,1,3,5,5,0,156,1553,442,90,0,3,0,2
cycle-200-unrestricted,8,5000,nand-not+,3594,7.807776,3390,0,0,0,0,96,0,0,0,0,108,0,0,0,0,0
cycle-200-unrestricted,8,50000,nand+not-,3596,7.722202,1113,616,29,3,18,32,5,0,35,1597,73,35,0,38,0,2
cycle-200-unrestricted,8,51000,nand-not+,3592,7.746556,1097,82,36,2,6,11,2,0,235,1435,621,62,0,3,0,0
cycle-200-unrestricted,8,52000,nand+not-,3594,7.761780,1168,520,26,2,10,84,12,0,43,1617,91,18,0,0,2,1
cycle-200-unrestricted,8,53000,nand-not+,3597,7.749918,1172,119,20,1,3,15,1,0,210,1402,608,41,0,1,2,2
cycle-200-unrestricted,8,54000,nand+not-,3593,7.743863,1144,672,25,2,9,58,0,0,26,1537,89,26,0,5,0,0
cycle-200-unrestricted,8,55000,nand-not+,3597,7.736377,1169,110,29,0,3,16,2,0,220,1418,576,51,0,1,0,2
cycle-200-unrestricted,8,56000,nand+not-,3597,7.738998,1211,641,37,0,12,57,0,0,46,1505,75,13,0,0,0,0
cycle-200-unrestricted,8,57000,nand-not+,3594,7.740845,1172,113,32,0,3,15,3,0,230,1379,574,70,0,0,0,3
cycle-200-unrestricted,8,58000,nand+not-,3594,7.743152,1161,748,28,4,5,31,0,0,29,1490,77,12,0,7,0,2
cycle-200-unrestricted,8,59000,nand-not+,3597,7.731967,1115,97,52,1,3,5,2,0,229,1607,460,24,0,0,0,2
cycle-200-unrestricted,8,6000,nand+not-,3599,7.808782,3362,0,0,0,0,214,0,0,0,0,23,0,0,0,0,0
cycle-200-unrestricted,8,60000,nand+not-,3597,7.706543,1141,697,38,1,8,83,0,0,31,1503,75,17,0,0,1,2
cycle-200-unrestricted,8,61000,nand-not+,3594,7.735483,1150,103,44,2,1,12,0,0,241,1548,442,48,0,1,0,2
cycle-200-unrestricted,8,62000,nand+not-,3599,7.731860,1219,785,30,3,2,75,1,0,20,1380,64,14,0,5,0,1
cycle-200-unrestricted,8,63000,nand-not+,3594,7.738908,1119,126,45,0,7,13,0,0,216,1535,507,24,0,0,0,2
cycle-200-unrestricted,8,64000,nand+not-,3596,7.764274,1177,725,41,1,11,16,0,0,26,1479,100,19,0,0,0,1
cycle-200-unrestricted,8,65000,nand-not+,3594,7.722689,1204,96,39,0,1,11,1,0,210,1339,672,21,0,0,0,0
cycle-200-unrestricted,8,66000,nand+not-,3597,7.732071,1201,753,35,1,4,56,1,1,30,1417,73,22,0,3,0,0
cycle-200-unrestricted,8,67000,nand-not+,3595,7.731602,1171,95,37,0,1,15,2,0,212,1480,554,23,0,2,0,3
cycle-200-unrestricted,8,68000,nand+not-,3599,7.716097,1172,855,31,2,4,82,1,0,21,1346,67,12,0,6,0,0
cycle-200-unrestricted,8,69000,nand-not+,3595,7.732647,1170,93,33,1,3,6,1,0,211,1406,639,28,0,3,0,1
cycle-200-unrestricted,8,7000,nand-not+,3599,7.793943,3099,0,0,0,0,21,0,0,0,0,479,0,0,0,0,0
cycle-200-unrestricted,8,70000,nand+not-,3589,7.790294,1132,844,40,0,4,54,1,0,38,1369,76,22,0,9,0,0
cycle-200-unrestricted,8,71000,nand-not+,3594,7.788009,1183,96,49,0,3,2,1,0,310,1457,467,23,0,1,0,2
cycle-200-unrestricted,8,72000,nand+not-,3599,7.732148,1164,708,32,0,4,41,0,0,41,1505,60,19,0,23,2,0
cycle-200-unrestricted,8,73000,nand-not+,3598,7.726367,1183,83,26,0,4,15,0,0,182,1418,638,47,0,1,0,1
cycle-200-unrestricted,8,74000,nand+not-,3596,7.715676,1115,804,25,0,5,18,0,1,32,1507,74,15,0,0,0,0
cycle-200-unrestricted,8,75000,nand-not+,3596,7.753232,1151,107,38,3,2,12,2,0,184,1575,491,27,0,1,1,2
cycle-200-unrestricted,8,76000,nand+not-,3596,7.754756,1183,797,36,0,6,16,1,0,30,1424,66,12,0,21,0,4
cycle-200-unrestricted,8,77000,nand-not+,3595,7.747716,1171,109,23,0,3,7,0,0,178,1427,648,27,0,1,0,1
cycle-200-unrestricted,8,78000,nand+not-,3597,7.735693,1196,766,32,0,0,56,0,0,26,1415,76,30,0,0,0,0
cycle-200-unrestricted,8,79000,nand-not+,3597,7.753538,1149,103,43,0,2,4,2,0,146,1595,535,16,0,0,0,2
cycle-200-unrestricted,8,8000,nand+not-,3600,7.796623,3181,1,0,0,0,412,0,0,0,0,6,0,0,0,0,0
cycle-200-unrestricted,8,80000,nand+not-,3597,7.734104,1192,719,22,0,9,35,2,0,35,1484,85,14,0,0,0,0
cycle-200-unrestricted,8,81000,nand-not+,3595,7.749156,1145,86,33,0,1,8,1,0,314,1418,549,34,0,3,0,3
cycle-200-unrestricted,8,82000,nand+not-,3593,7.752690,1157,683,21,2,2,40,2,0,30,1518,71,17,0,47,1,2
cycle-200-unrestricted,8,83000,nand-not+,3596,7.728918,1187,91,28,0,3,9,4,0,240,1465,541,23,0,1,0,4
cycle-200-unrestricted,8,84000,nand+not-,3596,7.771566,1196,644,31,3,4,45,2,0,27,1512,94,18,0,19,0,1
cycle-200-unrestricted,8,85000,nand-not+,3594,7.735030,1120,113,43,0,0,12,4,0,214,1400,660,21,0,4,0,3
cycle-200-unrestricted,8,86000,nand+not-,3595,7.735466,1170,785,28,1,5,43,2,0,38,1417,78,19,0,9,0,0
cycle-200-unrestricted,8,87000,nand-not+,3599,7.718123,1096,75,42,1,3,10,0,0,314,1465,567,18,0,2,0,6
cycle-200-unrestricted,8,88000,nand+not-,3594,7.742091,1133,618,39,1,12,24,1,0,27,1623,80,15,0,21,0,0
cycle-200-unrestricted,8,89000,nand-not+,3596,7.751534,1154,90,35,0,3,15,5,0,266,1456,524,43,0,3,1,1
cycle-200-unrestricted,8,9000,nand-not+,3599,7.803166,3104,16,0,0,0,27,0,0,0,0,445,0,0,0,0,7
cycle-200-unrestricted,8,90000,nand+not-,3600,7.726893,1166,660,23,3,2,35,3,0,38,1557,78,32,0,1,0,2
cycle-200-unrestricted,8,91000,nand-not+,3596,7.730098,1143,81,33,0,3,8,2,0,264,1353,635,72,0,1,0,1
cycle-200-unrestricted,8,92000,nand+not-,3596,7.700273,1214,671,21,1,8,38,2,0,41,1461,83,19,0,34,0,3
cycle-200-unrestricted,8,93000,nand-not+,3598,7.706787,1162,79,25,0,5,8,0,0,244,1315,680,69,0,3,7,1
cycle-200-unrestricted,8,94000,nand+not-,3598,7.728581,1100,642,33,1,12,96,2,2,35,1571,75,22,0,7,0,0
cycle-200-unrestricted,8,95000,nand-not+,3598,7.700499,1089,80,30,1,6,7,3,0,263,1387,678,46,0,4,0,4
cycle-200-unrestricted,8,96000,nand+not-,3598,7.728702,1118,738,36,0,8,51,0,0,37,1515,85,8,0,2,0,0
cycle-200-unrestricted,8,97000,nand-not+,3599,7.732467,1109,90,37,0,4,12,2,0,269,1416,605,52,0,0,0,3
cycle-200-unrestricted,8,98000,nand+not-,3592,7.766344,1104,633,34,5,4,83,0,0,39,1601,61,18,0,10,0,0
cycle-200-unrestricted,8,99000,nand-not+,3599,7.753307,1127,102,32,0,2,4,1,0,201,1561,493,73,0,3,0,0
cycle-200-unrestricted,22,0,nand+not-,1,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cycle-200-unrestricted,22,1000,nand-not+,3597,7.845555,3568,0,0,0,0,3,0,0,0,0,26,0,0,0,0,0
cycle-200-unrestricted,22,10000,nand+not-,3536,7.770644,1408,0,0,0,0,1631,0,0,0,0,437,0,0,0,0,60
cycle-200-unrestricted,22,100000,nand+not-,3500,7.868733,698,0,0,0,0,1948,0,0,1,0,786,0,0,0,0,67
cycle-200-unrestricted,22,11000,nand-not+,3528,7.730302,1155,0,0,0,0,924,0,0,0,0,1397,0,0,0,0,52
cycle-200-unrestricted,22,12000,nand+not-,3537,7.758685,983,0,0,0,0,1650,0,0,0,0,871,0,0,0,1,32
cycle-200-unrestricted,22,13000,nand-not+,3530,7.759663,754,0,0,0,0,798,0,0,0,0,1914,2,0,0,0,62
cycle-200-unrestricted,22,14000,nand+not-,3525,7.736801,808,0,0,0,2,1796,0,0,0,0,889,0,0,0,0,30
cycle-200-unrestricted,22,15000,nand-not+,3531,7.715794,920,0,0,0,0,775,0,0,0,0,1800,0,0,0,0,36
cycle-200-unrestricted,22,16000,nand+not-,3477,7.694638,806,1,0,0,0,1704,0,0,0,0,954,0,0,0,0,12
cycle-200-unrestricted,22,17000,nand-not+,3518,7.725043,852,0,0,0,1,551,0,0,0,0,2087,0,0,0,0,27
cycle-200-unrestricted,22,18000,nand+not-,3550,7.699145,762,0,0,0,0,2147,0,0,0,0,630,0,0,0,0,11
cycle-200-unrestricted,22,19000,nand-not+,3555,7.752929,758,0,0,0,0,1005,0,0,0,0,1764,0,0,0,0,28
cycle-200-unrestricted,22,2000,nand+not-,3597,7.872331,3562,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
cycle-200-unrestricted,22,20000,nand+not-,3513,7.737123,709,0,0,0,0,1483,0,0,0,0,1247,0,0,0,0,74
cycle-200-unrestricted,22,21000,nand-not+,3543,7.739201,835,0,0,0,0,563,0,0,0,0,2137,0,0,0,0,8
cycle-200-unrestricted,22,22000,nand+not-,3523,7.757093,866,0,0,0,0,1771,0,0,0,0,879,0,0,0,0,7
cycle-200-unrestricted,22,23000,nand-not+,3523,7.733148,880,0,0,0,0,536,0,0,0,0,2090,0,0,0,0,17
cycle-200-unrestricted,22,24000,nand+not-,3526,7.763296,874,0,0,0,0,1710,0,0,0,0,887,0,0,0,0,55
cycle-200-unrestricted,22,25000,nand-not+,3523,7.715707,847,0,0,0,0,455,0,0,0,0,2190,0,0,0,0,31
cycle-200-unrestricted,22,26000,nand+not-,3527,7.729869,831,1,0,0,0,1695,0,0,0,0,977,0,0,0,0,23
cycle-200-unrestricted,22,27000,nand-not+,3545,7.759117,917,0,0,0,0,506,0,0,0,0,2099,0,0,0,0,23
cycle-200-unrestricted,22,28000,nand+not-,3539,7.692544,847,0,0,0,0,1600,0,0,0,0,1078,0,0,0,0,14
cycle-200-unrestricted,22,29000,nand-not+,3536,7.705311,828,0,0,0,0,407,0,0,0,0,2289,0,0,0,0,12
cycle-200-unrestricted,22,3000,nand-not+,3598,7.841439,3592,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0
cycle-200-unrestricted,22,30000,nand+not-,3541,7.676027,885,0,0,0,0,1814,0,0,0,0,818,0,0,0,0,24
cycle-200-unrestricted,22,31000,nand-not+,3510,7.710583,915,0,0,0,0,498,0,0,0,0,2075,0,0,0,0,22
cycle-200-unrestricted,22,32000,nand+not-,3541,7.760414,873,0,0,0,0,1664,0,0,0,0,992,0,0,0,0,12
cycle-200-unrestricted,22,33000,nand-not+,3546,7.752326,934,0,0,0,0,691,0,0,0,0,1908,0,0,0,0,13
cycle-200-unrestricted,22,34000,nand+not-,3551,7.744697,919,0,0,0,0,2187,0,0,0,0,432,0,0,0,0,13
cycle-200-unrestricted,22,35000,nand-not+,3538,7.689704,870,1,0,0,0,392,0,0,0,0,2242,0,0,0,0,33
cycle-200-unrestricted,22,36000,nand+not-,3527,7.713177,805,1,0,0,0,1750,0,0,0,0,932,0,0,0,0,39
cycle-200-unrestricted,22,37000,nand-not+,3559,7.699086,812,0,0,0,0,380,0,0,0,0,2351,0,0,0,0,16
cycle-200-unrestricted,22,38000,nand+not-,3527,7.689944,721,0,0,0,0,1830,0,0,0,0,969,0,0,0,0,7
cycle-200-unrestricted,22,39000,nand-not+,3539,7.701886,777,0,0,0,0,348,0,0,0,0,2407,0,0,0,0,7
cycle-200-unrestricted,22,4000,nand+not-,3597,7.818050,3458,0,0,0,0,116,0,0,0,0,23,0,0,0,0,0
cycle-200-unrestricted,22,40000,nand+not-,3507,7.681509,738,0,0,0,0,1603,0,0,0,0,1162,0,0,0,0,4
cycle-200-unrestricted,22,41000,nand-not+,3554,7.689143,745,0,0,0,0,190,0,0,0,0,2598,1,0,0,0,20
cycle-200-unrestricted,22,42000,nand+not-,3520,7.708770,730,0,0,0,0,1599,0,0,0,0,1158,0,0,0,0,33
cycle-200-unrestricted,22,43000,nand-not+,3534,7.691207,799,0,0,0,1,526,0,0,0,0,2191,0,0,0,0,17
cycle-200-unrestricted,22,44000,nand+not-,3537,7.690282,782,0,0,0,0,1879,0,0,0,0,869,0,0,0,0,7
cycle-200-unrestricted,22,45000,nand-not+,3544,7.719480,771,0,0,0,0,1036,0,0,0,0,1208,0,0,0,0,529
cycle-200-unrestricted,22,46000,nand+not-,3493,7.661823,700,0,0,0,0,1539,0,0,0,0,1071,0,0,0,0,183
cycle-200-unrestricted,22,47000,nand-not+,3379,7.729988,886,0,0,0,0,1260,0,0,0,0,997,0,0,18,0,218
cycle-200-unrestricted,22,48000,nand+not-,3510,7.702723,880,0,0,0,0,1645,0,0,0,0,975,0,0,0,0,10
cycle-200-unrestricted,22,49000,nand-not+,3400,7.601143,881,0,0,0,0,1407,0,0,0,0,1089,0,0,0,0,23
cycle-200-unrestricted,22,5000,nand-not+,3599,7.804392,3281,0,0,0,0,10,0,0,0,0,300,0,0,0,0,8
cycle-200-unrestricted,22,50000,nand+not-,3510,7.585951,821,0,0,0,0,2166,0,0,0,0,518,0,0,0,0,5
cycle-200-unrestricted,22,51000,nand-not+,3498,7.686599,920,0,0,0,0,665,0,0,0,0,1893,0,0,0,0,20
cycle-200-unrestricted,22,52000,nand+not-,3496,7.659588,733,0,0,0,0,2209,0,0,0,0,539,0,0,0,0,15
cycle-200-unrestricted,22,53000,nand-not+,3453,7.667054,796,0,0,0,0,1078,0,0,0,0,1558,0,0,0,0,21
cycle-200-unrestricted,22,54000,nand+not-,3539,7.752196,783,0,0,0,0,2300,0,0,0,0,450,0,0,0,0,6
cycle-200-unrestricted,22,55000,nand-not+,3549,7.680855,805,0,0,0,0,778,0,0,1,0,1834,0,0,0,0,131
cycle-200-unrestricted,22,56000,nand+not-,3514,7.651623,783,0,0,0,1,1924,0,0,0,0,639,2,0,0,0,165
cycle-200-unrestricted,22,57000,nand-not+,3507,7.637775,806,0,0,0,0,793,0,0,0,0,1809,0,0,0,0,99
cycle-200-unrestricted,22,58000,nand+not-,3518,7.690989,974,0,0,0,0,1927,0,0,0,0,490,0,0,0,0,127
cycle-200-unrestricted,22,59000,nand-not+,3536,7.671030,909,0,0,0,0,419,0,0,0,0,1989,1,0,0,0,218
cycle-200-unrestricted,22,6000,nand+not-,3597,7.791746,3289,0,0,0,0,302,0,0,0,0,6,0,0,0,0,0
cycle-200-unrestricted,22,60000,nand+not-,3528,7.706593,919,0,0,0,0,1674,0,0,0,0,731,0,0,0,0,204
cycle-200-unrestricted,22,61000,nand-not+,3519,7.630791,849,0,0,0,0,560,0,0,0,0,2013,6,0,0,0,91
cycle-200-unrestricted,22,62000,nand+not-,3494,7.664286,836,0,0,0,0,1589,0,0,0,0,1017,0,0,0,0,52
cycle-200-unrestricted,22,63000,nand-not+,3508,7.707215,846,0,0,0,0,498,0,0,0,0,2125,0,0,0,0,39
cycle-200-unrestricted,22,64000,nand+not-,3504,7.638307,754,0,0,0,0,1795,0,0,1,0,917,0,0,0,0,37
cycle-200-unrestricted,22,65000,nand-not+,3515,7.682948,789,0,0,0,0,614,0,0,0,0,2093,0,0,0,0,19
cycle-200-unrestricted,22,66000,nand+not-,3487,7.708037,773,0,0,0,0,1731,0,0,0,0,924,0,0,0,0,59
cycle-200-unrestricted,22,67000,nand-not+,3533,7.745194,858,0,0,0,0,280,0,0,0,0,2374,0,0,0,0,21
cycle-200-unrestricted,22,68000,nand+not-,3516,7.715079,714,0,0,0,0,2260,0,0,0,0,507,0,0,0,0,35
cycle-200-unrestricted,22,69000,nand-not+,3453,7.720613,768,0,0,0,0,729,0,0,0,0,1922,0,0,0,0,34
cycle-200-unrestricted,22,7000,nand-not+,3599,7.800835,3102,0,0,0,0,47,0,0,0,0,440,0,0,0,0,10
cycle-200-unrestricted,22,70000,nand+not-,3489,7.705586,731,1,0,0,0,1548,0,0,0,0,1172,0,0,0,0,37
cycle-200-unrestricted,22,71000,nand-not+,3531,7.709349,733,0,0,0,0,704,0,0,0,0,2034,0,0,0,1,59
cycle-200-unrestricted,22,72000,nand+not-,3504,7.730109,774,0,0,0,0,1680,0,0,0,0,1038,0,0,0,0,12
cycle-200-unrestricted,22,73000,nand-not+,3474,7.720918,719,0,0,0,0,988,0,0,0,0,1745,0,0,0,0,22
cycle-200-unrestricted,22,74000,nand+not-,3488,7.692227,763,0,0,0,0,1445,0,0,0,0,1205,0,0,0,0,75
cycle-200-unrestricted,22,75000,nand-not+,3517,7.731962,694,0,0,0,0,648,0,0,0,0,2105,0,0,0,0,70
cycle-200-unrestricted,22,76000,nand+not-,3518,7.728055,708,0,0,0,0,1828,0,0,0,0,955,0,0,0,0,27
cycle-200-unrestricted,22,77000,nand-not+,3481,7.700312,644,0,0,0,0,1214,0,0,0,0,1589,0,0,0,3,31
cycle-200-unrestricted,22,78000,nand+not-,3471,7.705613,746,0,0,0,0,1848,0,0,0,0,852,0,0,0,0,25
cycle-200-unrestricted,22,79000,nand-not+,3518,7.690127,763,0,0,0,0,418,0,0,0,0,2303,0,0,0,0,34
cycle-200-unrestricted,22,8000,nand+not-,3597,7.813300,2280,0,0,0,0,1139,0,0,0,0,143,0,0,0,0,35
cycle-200-unrestricted,22,80000,nand+not-,3472,7.635363,717,0,0,0,0,1527,0,0,0,0,1222,0,0,0,0,6
cycle-200-unrestricted,22,81000,nand-not+,3539,7.678248,798,0,0,0,0,536,0,0,0,0,2193,0,0,0,1,11
cycle-200-unrestricted,22,82000,nand+not-,3503,7.581510,673,0,0,0,0,1652,0,0,0,0,1149,0,0,0,0,29
cycle-200-unrestricted,22,83000,nand-not+,3528,7.585684,750,0,0,0,0,198,0,0,0,0,2569,3,0,0,0,8
cycle-200-unrestricted,22,84000,nand+not-,3522,7.564180,789,0,0,0,0,1910,0,0,0,0,779,0,0,0,0,44
cycle-200-unrestricted,22,85000,nand-not+,3540,7.582926,915,0,0,0,0,580,0,0,0,0,2023,0,0,0,0,22
cycle-200-unrestricted,22,86000,nand+not-,3554,7.607139,795,0,0,0,0,2113,0,0,0,0,622,0,0,0,0,24
cycle-200-unrestricted,22,87000,nand-not+,3518,7.690024,1111,0,0,0,0,761,0,0,0,0,1643,0,0,0,0,3
cycle-200-unrestricted,22,88000,nand+not-,3507,7.680054,872,1,0,0,0,1641,0,0,0,0,983,0,0,0,0,10
cycle-200-unrestricted,22,89000,nand-not+,3557,7.652944,913,0,0,0,0,517,0,0,0,0,2113,0,0,0,0,14
cycle-200-unrestricted,22,9000,nand-not+,3598,7.813691,1308,0,0,0,0,115,0,0,0,0,2124,0,0,0,0,51
cycle-200-unrestricted,22,90000,nand+not-,3487,7.660732,787,0,0,0,0,1905,0,0,0,0,783,0,0,0,0,12
cycle-200-unrestricted,22,91000,nand-not+,3515,7.710063,708,0,0,0,0,935,0,0,0,0,1799,0,0,1,0,72
cycle-200-unrestricted,22,92000,nand+not-,3548,7.703074,762,0,0,0,0,2216,0,0,0,0,549,0,0,0,0,21
cycle-200-unrestricted,22,93000,nand-not+,3545,7.765555,758,0,0,0,0,687,0,0,0,0,1977,0,0,0,0,123
cycle-200-unrestricted,22,94000,nand+not-,3500,7.834409,692,0,0,0,1,1482,0,0,0,0,1220,11,0,0,0,94
cycle-200-unrestricted,22,95000,nand-not+,3527,7.788523,887,170,0,0,5,753,0,0,0,0,1643,28,0,0,0,41
cycle-200-unrestricted,22,96000,nand+not-,3570,7.789757,881,91,0,0,6,2163,0,0,0,0,324,2,0,0,0,103
cycle-200-unrestricted,22,97000,nand-not+,3532,7.781845,1002,0,0,0,0,732,0,0,1,0,1622,2,0,0,0,173
cycle-200-unrestricted,22,98000,nand+not-,3569,7.842599,1006,0,0,0,0,1895,0,0,0,0,482,0,0,0,0,186
cycle-200-unrestricted,22,99000,nand-not+,3551,7.782987,783,0,0,0,0,416,0,0,0,0,2283,3,0,0,0,66
cycle-200-unrestricted,28,0,nand+not-,1,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cycle-200-unrestricted,28,1000,nand-not+,3597,7.865527,3596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cycle-200-unrestricted,28,10000,nand+not-,3598,7.804024,3109,0,0,0,0,481,0,0,0,0,8,0,0,0,0,0
cycle-200-unrestricted,28,100000,nand+not-,3583,7.997596,1172,303,0,4,1,14,0,0,57,1992,24,13,0,3,0,0
cycle-200-unrestricted,28,11000,nand-not+,3598,7.838222,3587,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0
cycle-200-unrestricted,28,12000,nand+not-,3598,7.832192,3517,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0
cycle-200-unrestricted,28,13000,nand-not+,3599,7.848892,3372,0,0,0,0,21,0,0,0,0,206,0,0,0,0,0
cycle-200-unrestricted,28,14000,nand+not-,3600,7.888557,3380,0,0,0,0,218,0,0,0,0,2,0,0,0,0,0
cycle-200-unrestricted,28,15000,nand-not+,3599,7.918624,3591,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
cycle-200-unrestricted,28,16000,nand+not-,3600,7.904415,3318,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0
cycle-200-unrestricted,28,17000,nand-not+,3598,7.905876,3543,0,0,0,0,1,0,0,0,0,54,0,0,0,0,0
cycle-200-unrestricted,28,18000,nand+not-,3599,7.905757,3075,0,0,0,0,522,0,0,0,0,2,0,0,0,0,0
cycle-200-unrestricted,28,19000,nand-not+,3599,7.890658,2913,0,0,0,0,38,0,0,0,0,637,0,0,0,0,11
cycle-200-unrestricted,28,2000,nand+not-,3598,7.844655,3568,0,0,0,0,28,0,0,0,0,2,0,0,0,0,0
cycle-200-unrestricted,28,20000,nand+not-,3596,7.893566,1384,0,0,0,0,2119,0,0,0,0,74,0,0,0,0,19
cycle-200-unrestricted,28,21000,nand-not+,3577,7.871932,1621,0,0,0,0,575,0,0,0,0,1359,0,0,0,0,22
cycle-200-unrestricted,28,22000,nand+not-,3499,7.878112,909,0,0,0,0,1464,0,0,0,0,1075,1,0,0,0,50
cycle-200-unrestricted,28,23000,nand-not+,3524,7.897392,747,0,0,0,1,552,0,0,0,0,2157,3,0,0,2,62
cycle-200-unrestricted,28,24000,nand+not-,3494,7.895274,843,0,1,0,0,1515,0,0,1,0,1090,10,0,0,0,34
cycle-200-unrestricted,28,25000,nand-not+,3483,7.866199,818,2,0,0,0,814,0,0,0,0,1829,0,0,0,0,20
cycle-200-unrestricted,28,26000,nand+not-,3472,7.891617,838,0,0,0,0,1247,0,0,0,0,1357,0,0,0,0,30
cycle-200-unrestricted,28,27000,nand-not+,3470,7.861640,895,0,0,0,0,704,0,0,0,0,1825,5,0,0,0,41
cycle-200-unrestricted,28,28000,nand+not-,3463,7.838140,849,0,0,0,0,1366,0,0,0,0,1204,0,0,0,0,44
cycle-200-unrestricted,28,29000,nand-not+,3486,7.823550,791,0,0,0,0,607,0,0,0,0,2071,0,0,0,0,17
cycle-200-unrestricted,28,3000,nand-not+,3596,7.850512,3420,0,0,0,0,16,0,0,0,0,160,0,0,0,0,0
cycle-200-unrestricted,28,30000,nand+not-,3397,7.791629,787,0,0,0,0,1026,0,0,0,0,1539,0,0,0,0,45
cycle-200-unrestricted,28,31000,nand-not+,3492,7.793284,698,0,0,0,0,653,0,0,0,0,2072,0,0,0,0,69
cycle-200-unrestricted,28,32000,nand+not-,3503,7.845150,704,0,0,0,0,1317,0,0,0,0,1437,1,0,0,0,44
cycle-200-unrestricted,28,33000,nand-not+,3467,7.832925,708,9,0,0,0,933,0,0,0,0,1738,37,0,0,0,42
cycle-200-unrestricted,28,34000,nand+not-,3487,7.819667,713,1,0,0,0,1223,0,0,0,0,1522,0,0,0,0,28
cycle-200-unrestricted,28,35000,nand-not+,3527,7.849891,741,0,0,0,0,1195,0,0,0,0,1561,0,0,0,0,30
cycle-200-unrestricted,28,36000,nand+not-,3495,7.836256,705,0,0,0,0,1441,0,0,0,0,1330,0,0,0,0,19
cycle-200-unrestricted,28,37000,nand-not+,3512,7.874204,728,0,0,0,0,649,0,0,0,0,2123,0,0,0,0,12
cycle-200-unrestricted,28,38000,nand+not-,3478,7.889719,846,0,0,0,0,1901,0,0,0,0,709,0,0,0,0,22
cycle-200-unrestricted,28,39000,nand-not+,3498,7.884692,900,0,0,0,0,727,0,0,56,0,1806,0,0,0,0,9
cycle-200-unrestricted,28,4000,nand+not-,3598,7.824806,3403,0,0,0,0,190,0,0,0,0,5,0,0,0,0,0
cycle-200-unrestricted,28,40000,nand+not-,3471,7.898335,853,0,0,0,2,943,0,0,0,0,1639,8,0,0,0,26
cycle-200-unrestricted,28,41000,nand-not+,3470,7.892825,742,2,2,0,2,1202,0,0,42,0,1465,2,0,0,0,11
cycle-200-unrestricted,28,42000,nand+not-,3478,7.908562,951,3,0,0,0,2000,0,0,0,0,520,0,0,0,0,4
cycle-200-unrestricted,28,43000,nand-not+,3508,7.951546,924,117,0,0,0,1175,0,0,0,0,1281,0,0,0,0,11
